2019.03.21.14.29.34.529, INFO   , Logger filename: BB2019_Log_CALA_Practice14_2019.03.21.14.29.34.430.txt
2019.03.21.14.30.54.866, COMMAND, org.usfirst.frc330.commands.drivecommands.DriveDistanceAtCurAngle ended
2019.03.21.14.30.54.867, COMMAND, org.usfirst.frc330.commands.drivecommands.TurnGyroWaypoint initialized
2019.03.21.14.30.54.873, INFO   , Robot angle: -8.710000991821289
2019.03.21.14.30.54.875, INFO   , Calc angle: 58.91421554943908
2019.03.21.14.30.54.880, INFO   , angle: 58.91421554943908
2019.03.21.14.30.54.881, INFO   , Changing Gyro Gains to GyroTurnLow. P=0.03 MaxOutput=0.5 MaxOutputStep=1.0
2019.03.21.14.30.54.885, INFO   , TurnGyroAbs Setpoint: 58.91421554943908
2019.03.21.14.30.54.887, INFO   , Max output: 0.5
2019.03.21.14.30.55.407, INFO   , Target lost
2019.03.21.14.30.55.407, INFO   , Hatch attained
2019.03.21.14.30.55.466, INFO   , Target acquired
2019.03.21.14.30.55.915, INFO   , TurnGyroAbs Final Angle: 57.06999969482422  Setpoint: 58.91421554943908
2019.03.21.14.30.55.915, COMMAND, org.usfirst.frc330.commands.drivecommands.TurnGyroWaypoint ended
2019.03.21.14.30.55.915, COMMAND, org.usfirst.frc330.commands.drivecommands.DriveWaypoint initialized
2019.03.21.14.30.56.108, INFO   , DriveWaypoint x: 62.0 y: 126.0 curX: -6.359435354925018 curY: 91.46836647422411 curAngle: 56.790000915527344
2019.03.21.14.30.56.116, INFO   , DriveWaypoint distance: 76.58620055860365 angle: 63.199467130037554
2019.03.21.14.30.56.117, INFO   , Changing LeftDrive Gains to DriveLow. P=0.1 MaxOutput=0.9 MaxOutputStep=0.04
2019.03.21.14.30.56.118, INFO   , Changing RightDrive Gains to DriveLow. P=0.1 MaxOutput=0.9 MaxOutputStep=0.04
2019.03.21.14.30.56.119, INFO   , Changing Gyro Gains to GyroDriveLow. P=0.01 MaxOutput=1.0 MaxOutputStep=1.0
2019.03.21.14.30.57.188, INFO   , Target lost
2019.03.21.14.30.57.205, INFO   , Target acquired
2019.03.21.14.30.57.243, INFO   , DriveWaypoint Final Location   X: 57.57022683122521  Y: 126.95315905590859
2019.03.21.14.30.57.249, INFO   , DriveWaypoint Final DriveTrain Distances   Left: 198.00470611949066  Right: 132.930173135806
2019.03.21.14.30.57.249, INFO   , DriveDistance Left Setpoint: 200.13761515727685 Left: 198.24093916082506 Right Setpoint: 136.88238338802455 Right: 133.41337708398999
2019.03.21.14.30.57.249, COMMAND, org.usfirst.frc330.commands.drivecommands.DriveWaypoint ended
2019.03.21.14.30.57.250, COMMAND, org.usfirst.frc330.commands.TurnLimelight initialized
2019.03.21.14.30.57.260, INFO   , Aiming started with target at: -14.345115661621094
2019.03.21.14.30.57.262, INFO   , Robot in low gear
2019.03.21.14.30.57.365, INFO   , Target lost
2019.03.21.14.30.57.385, INFO   , Target acquired
2019.03.21.14.30.57.644, INFO   , Aiming ended with target at: -2.8602676391601562
2019.03.21.14.30.57.644, COMMAND, org.usfirst.frc330.commands.TurnLimelight ended
2019.03.21.14.30.57.644, COMMAND, org.usfirst.frc330.commands.DriveLimelight initialized
2019.03.21.14.30.57.648, INFO   , Aiming started with target at: -2.8602676391601562
2019.03.21.14.30.57.648, INFO   , Robot in low gear
2019.03.21.14.30.57.649, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.03.21.14.30.57.649, INFO   , Setting hand angle to: 0.0
2019.03.21.14.30.57.650, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.03.21.14.30.57.651, INFO   , Lift Setpoint: 0.0
2019.03.21.14.30.57.651, INFO   , Lift Final Position: -0.00671500244140625
2019.03.21.14.30.57.651, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.03.21.14.30.58.102, INFO   , Aiming ended with target at: -0.895782470703125
2019.03.21.14.30.58.102, WARNING, org.usfirst.frc330.commands.DriveLimelight timed out
2019.03.21.14.30.58.108, COMMAND, org.usfirst.frc330.commands.DriveLimelight initialized
2019.03.21.14.30.58.109, INFO   , Aiming started with target at: -0.666229248046875
2019.03.21.14.30.58.109, INFO   , Robot in low gear
2019.03.21.14.30.58.164, INFO   , Target lost
2019.03.21.14.30.58.187, INFO   , Target acquired
2019.03.21.14.30.58.225, INFO   , Target lost
2019.03.21.14.30.58.257, INFO   , Final hand setpoint: 0.07968749999999858
2019.03.21.14.30.58.258, INFO   , Final hand angle: -2.1175781250000014
2019.03.21.14.30.58.259, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.03.21.14.30.58.266, INFO   , Target acquired
2019.03.21.14.30.58.365, INFO   , Target lost
2019.03.21.14.30.58.520, WARNING, Aiming ended with no target!
2019.03.21.14.30.58.523, WARNING, org.usfirst.frc330.commands.DriveLimelight timed out
2019.03.21.14.30.58.533, COMMAND, org.usfirst.frc330.commands.EjectHatch initialized
2019.03.21.14.30.58.534, INFO   , Reversing Roller: Hatch
2019.03.21.14.30.58.535, COMMAND, org.usfirst.frc330.commands.EjectHatch ended
2019.03.21.14.30.58.738, COMMAND, org.usfirst.frc330.commands.drivecommands.DriveWaypointBackward initialized
2019.03.21.14.30.58.739, INFO   , DriveWaypoint x: 62.0 y: 126.0 curX: 80.75245638304685 curY: 152.96524777739637 curAngle: 37.30999755859375
2019.03.21.14.30.58.739, INFO   , DriveWaypoint distance: 32.8447744412175 angle: 214.81593017793824
2019.03.21.14.30.58.743, INFO   , Backward Angle: 34.81593017793824
2019.03.21.14.30.58.744, INFO   , Changing LeftDrive Gains to DriveLow. P=0.1 MaxOutput=0.9 MaxOutputStep=0.04
2019.03.21.14.30.58.744, INFO   , Changing RightDrive Gains to DriveLow. P=0.1 MaxOutput=0.9 MaxOutputStep=0.04
2019.03.21.14.30.58.744, INFO   , Changing Gyro Gains to GyroDriveLow. P=0.01 MaxOutput=1.0 MaxOutputStep=1.0
2019.03.21.14.30.59.043, INFO   , Target acquired
2019.03.21.14.30.59.104, INFO   , Target lost
2019.03.21.14.30.59.127, INFO   , Target acquired
2019.03.21.14.30.59.160, INFO   , Target lost
2019.03.21.14.30.59.245, INFO   , Target acquired
2019.03.21.14.30.59.305, INFO   , Target lost
2019.03.21.14.30.59.325, INFO   , Target acquired
2019.03.21.14.30.59.398, INFO   , DriveWaypoint Final Location   X: 63.28937279852317  Y: 128.60562949120919
2019.03.21.14.30.59.399, INFO   , DriveWaypoint Final DriveTrain Distances   Left: 191.9439480265545  Right: 148.02454408860072
2019.03.21.14.30.59.400, INFO   , DriveDistance Left Setpoint: 189.57170193668526 Left: 191.89946258370583 Right Setpoint: 144.88837556636443 Right: 147.94631106841854
2019.03.21.14.30.59.401, COMMAND, org.usfirst.frc330.commands.drivecommands.DriveWaypointBackward ended
2019.03.21.14.30.59.517, COMMAND, org.usfirst.frc330.commands.RollerOff initialized
2019.03.21.14.30.59.518, INFO   , Turning Roller off
2019.03.21.14.30.59.519, COMMAND, org.usfirst.frc330.commands.RollerOff ended
2019.03.21.14.30.59.520, COMMAND, org.usfirst.frc330.commands.drivecommands.TurnGyroWaypoint initialized
2019.03.21.14.30.59.521, INFO   , Robot angle: 37.44000244140625
2019.03.21.14.30.59.521, INFO   , Calc angle: 171.36836009611605
2019.03.21.14.30.59.522, INFO   , angle: 171.36836009611605
2019.03.21.14.30.59.522, INFO   , Changing Gyro Gains to GyroTurnLow. P=0.03 MaxOutput=0.5 MaxOutputStep=1.0
2019.03.21.14.30.59.523, INFO   , TurnGyroAbs Setpoint: 171.36836009611605
2019.03.21.14.30.59.523, INFO   , Max output: 0.5
2019.03.21.14.30.59.703, INFO   , Target lost
2019.03.21.14.30.59.703, INFO   , Hatch attained
2019.03.21.14.30.59.786, INFO   , Target acquired
2019.03.21.14.30.59.865, INFO   , Target lost
2019.03.21.14.31.00.343, INFO   , Target acquired
2019.03.21.14.31.00.498, INFO   , TurnGyroAbs Final Angle: 169.0500030517578  Setpoint: 171.36836009611605
2019.03.21.14.31.00.498, COMMAND, org.usfirst.frc330.commands.drivecommands.TurnGyroWaypoint ended
2019.03.21.14.31.00.498, COMMAND, org.usfirst.frc330.commands.drivecommands.DriveWaypoint initialized
2019.03.21.14.31.00.499, INFO   , DriveWaypoint x: 78.0 y: 10.0 curX: 59.4105892455056 curY: 123.89306435159467 curAngle: 169.0500030517578
2019.03.21.14.31.00.499, INFO   , DriveWaypoint distance: 115.40015727717098 angle: 170.73003214834864
2019.03.21.14.31.00.499, INFO   , Changing LeftDrive Gains to DriveLow. P=0.1 MaxOutput=0.9 MaxOutputStep=0.04
2019.03.21.14.31.00.500, INFO   , Changing RightDrive Gains to DriveLow. P=0.1 MaxOutput=0.9 MaxOutputStep=0.04
2019.03.21.14.31.00.500, INFO   , Changing Gyro Gains to GyroDriveLow. P=0.01 MaxOutput=1.0 MaxOutputStep=1.0
2019.03.21.14.31.00.646, INFO   , Target lost
2019.03.21.14.31.00.665, INFO   , Target acquired
2019.03.21.14.31.00.765, INFO   , Target lost
2019.03.21.14.31.00.785, INFO   , Target acquired
2019.03.21.14.31.00.827, INFO   , Target lost
2019.03.21.14.31.00.866, INFO   , Target acquired
2019.03.21.14.31.02.098, INFO   , DriveWaypoint Final Location   X: 80.59124682575991  Y: 12.897899430781639
2019.03.21.14.31.02.098, INFO   , DriveWaypoint Final DriveTrain Distances   Left: 334.6747244161619  Right: 219.07700020267572
2019.03.21.14.31.02.099, INFO   , DriveDistance Left Setpoint: 337.0281675301005 Left: 334.699268108768 Right Setpoint: 221.32613262303818 Right: 219.1015438952819
2019.03.21.14.31.02.099, COMMAND, org.usfirst.frc330.commands.drivecommands.DriveWaypoint ended
2019.03.21.14.31.02.099, COMMAND, org.usfirst.frc330.commands.TurnLimelight initialized
2019.03.21.14.31.02.100, INFO   , Aiming started with target at: 7.48455810546875
2019.03.21.14.31.02.100, INFO   , Robot in low gear
2019.03.21.14.31.02.595, INFO   , Target lost
2019.03.21.14.31.02.617, INFO   , Aiming ended with target at: 2.5815353393554688
2019.03.21.14.31.02.618, COMMAND, org.usfirst.frc330.commands.TurnLimelight ended
2019.03.21.14.31.02.618, COMMAND, org.usfirst.frc330.commands.DriveLimelight initialized
2019.03.21.14.31.02.618, INFO   , Aiming started with target at: 2.5815353393554688
2019.03.21.14.31.02.619, INFO   , Robot in low gear
2019.03.21.14.31.02.626, INFO   , Target acquired
2019.03.21.14.31.02.849, INFO   , Target lost
2019.03.21.14.31.02.925, INFO   , Target acquired
2019.03.21.14.31.02.945, INFO   , Target lost
2019.03.21.14.31.03.037, WARNING, Aiming ended with no target!
2019.03.21.14.31.03.040, WARNING, org.usfirst.frc330.commands.DriveLimelight timed out
2019.03.21.14.31.03.047, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredHatchPickup initialized
2019.03.21.14.31.03.047, COMMAND, org.usfirst.frc330.commands.LoadHatch initialized
2019.03.21.14.31.03.054, INFO   , CLosing Claw
2019.03.21.14.31.03.056, INFO   , Turning Roller On: Hatch
2019.03.21.14.31.03.059, COMMAND, org.usfirst.frc330.commands.DriveLimelight initialized
2019.03.21.14.31.03.062, WARNING, Aiming started with no target!
2019.03.21.14.31.03.066, INFO   , Robot in low gear
2019.03.21.14.31.03.139, INFO   , Target acquired
2019.03.21.14.31.03.358, INFO   , Aiming ended with target at: 4.770683288574219
2019.03.21.14.31.03.358, COMMAND, org.usfirst.frc330.commands.DriveLimelight interrupted
2019.03.21.14.31.03.358, COMMAND, org.usfirst.frc330.commands.drivecommands.DriveWaypointBackward initialized
2019.03.21.14.31.03.359, INFO   , DriveWaypoint x: 62.0 y: 126.0 curX: 81.20781945233848 curY: -15.27597223072186 curAngle: 181.50999450683594
2019.03.21.14.31.03.359, INFO   , DriveWaypoint distance: 142.5757365677952 angle: 352.2575642585199
2019.03.21.14.31.03.359, INFO   , Backward Angle: 172.2575642585199
2019.03.21.14.31.03.360, INFO   , Changing LeftDrive Gains to DriveLow. P=0.1 MaxOutput=0.9 MaxOutputStep=0.04
2019.03.21.14.31.03.360, INFO   , Changing RightDrive Gains to DriveLow. P=0.1 MaxOutput=0.9 MaxOutputStep=0.04
2019.03.21.14.31.03.360, INFO   , Changing Gyro Gains to GyroDriveLow. P=0.01 MaxOutput=1.0 MaxOutputStep=1.0
2019.03.21.14.31.03.384, INFO   , Target lost
2019.03.21.14.31.03.406, INFO   , Target acquired
2019.03.21.14.31.03.429, INFO   , Target lost
2019.03.21.14.31.03.827, INFO   , Target acquired
2019.03.21.14.31.03.864, INFO   , Target lost
2019.03.21.14.31.03.904, INFO   , Target acquired
2019.03.21.14.31.05.279, INFO   , DriveWaypoint Final Location   X: 70.44944837876244  Y: 118.83693266825775
2019.03.21.14.31.05.279, INFO   , DriveWaypoint Final DriveTrain Distances   Left: 236.26065298857068  Right: 103.78914010834248
2019.03.21.14.31.05.279, INFO   , DriveDistance Left Setpoint: 234.05336239703897 Left: 236.24531318069182 Right Setpoint: 90.94215877203595 Right: 103.755392531009
2019.03.21.14.31.05.280, COMMAND, org.usfirst.frc330.commands.drivecommands.DriveWaypointBackward ended
2019.03.21.14.31.05.281, INFO   , Turning Roller off
2019.03.21.14.31.05.281, COMMAND, org.usfirst.frc330.commands.LoadHatch interrupted
2019.03.21.14.31.05.281, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredHatchPickup ended
2019.03.21.14.31.05.282, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredHatchPickup interrupted
2019.03.21.14.31.05.282, COMMAND, org.usfirst.frc330.commands.RollerOff initialized
2019.03.21.14.31.05.282, INFO   , Turning Roller off
2019.03.21.14.31.05.282, COMMAND, org.usfirst.frc330.commands.RollerOff ended
2019.03.21.14.31.05.282, COMMAND, org.usfirst.frc330.commands.drivecommands.TurnGyroWaypoint initialized
2019.03.21.14.31.05.283, INFO   , Robot angle: 172.30999755859375
2019.03.21.14.31.05.283, INFO   , Calc angle: 25.03955626609012
2019.03.21.14.31.05.283, INFO   , angle: 25.03955626609012
2019.03.21.14.31.05.283, INFO   , Changing Gyro Gains to GyroTurnLow. P=0.03 MaxOutput=0.5 MaxOutputStep=1.0
2019.03.21.14.31.05.284, INFO   , TurnGyroAbs Setpoint: 25.03955626609012
2019.03.21.14.31.05.284, INFO   , Max output: 0.5
2019.03.21.14.31.05.636, INFO   , Target lost
2019.03.21.14.31.05.637, INFO   , Hatch attained
2019.03.21.14.31.05.649, INFO   , Target acquired
2019.03.21.14.31.05.707, INFO   , Target lost
2019.03.21.14.31.05.723, INFO   , Target acquired
2019.03.21.14.31.05.784, INFO   , Target lost
2019.03.21.14.31.05.804, INFO   , Target acquired
2019.03.21.14.31.05.826, INFO   , Target lost
2019.03.21.14.31.06.323, INFO   , Target acquired
2019.03.21.14.31.06.502, INFO   , TurnGyroAbs Final Angle: 25.950000762939453  Setpoint: 25.03955626609012
2019.03.21.14.31.06.503, COMMAND, org.usfirst.frc330.commands.drivecommands.TurnGyroWaypoint ended
2019.03.21.14.31.06.503, COMMAND, org.usfirst.frc330.commands.TurnLimelight initialized
2019.03.21.14.31.06.504, INFO   , Aiming started with target at: -2.299041748046875
2019.03.21.14.31.06.505, INFO   , Robot in low gear
2019.03.21.14.31.06.506, INFO   , Aiming ended with target at: -2.299041748046875
2019.03.21.14.31.06.507, COMMAND, org.usfirst.frc330.commands.TurnLimelight ended
2019.03.21.14.31.06.507, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.03.21.14.31.06.508, INFO   , Setting hand angle to: 0.0
2019.03.21.14.31.06.509, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.03.21.14.31.06.618, INFO   , Final hand setpoint: 0.07968749999999858
2019.03.21.14.31.06.618, INFO   , Final hand angle: -1.9417968750000014
2019.03.21.14.31.06.619, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.03.21.14.31.06.925, INFO   , Target lost
2019.03.21.14.31.07.017, COMMAND, org.usfirst.frc330.commands.DriveLimelight initialized
2019.03.21.14.31.07.017, WARNING, Aiming started with no target!
2019.03.21.14.31.07.019, INFO   , Robot in low gear
2019.03.21.14.31.07.245, INFO   , Hatch attained
2019.03.21.14.31.07.641, INFO   , Target acquired
2019.03.21.14.31.07.699, INFO   , Lift Setpoint: 15.00937345703125
2019.03.21.14.31.07.699, INFO   , Lift Final Position: 14.30026919921875
2019.03.21.14.31.07.700, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.03.21.14.31.08.019, INFO   , Aiming ended with target at: -1.054779052734375
2019.03.21.14.31.08.020, WARNING, org.usfirst.frc330.commands.DriveLimelight timed out
2019.03.21.14.31.08.023, COMMAND, org.usfirst.frc330.commands.CheckDone initialized
2019.03.21.14.31.08.023, COMMAND, org.usfirst.frc330.commands.CheckDone ended
2019.03.21.14.31.08.239, COMMAND, org.usfirst.frc330.commands.drivecommands.DriveWaypointBackward initialized
2019.03.21.14.31.08.240, INFO   , DriveWaypoint x: 62.0 y: 126.0 curX: 86.22098826353198 curY: 155.85203496774372 curAngle: 20.600000381469727
2019.03.21.14.31.08.240, INFO   , DriveWaypoint distance: 38.44216778717802 angle: -140.94522793969838
2019.03.21.14.31.08.240, INFO   , Backward Angle: 39.054772060301616
2019.03.21.14.31.08.241, INFO   , Changing LeftDrive Gains to DriveLow. P=0.1 MaxOutput=0.9 MaxOutputStep=0.04
2019.03.21.14.31.08.241, INFO   , Changing RightDrive Gains to DriveLow. P=0.1 MaxOutput=0.9 MaxOutputStep=0.04
2019.03.21.14.31.08.241, INFO   , Changing Gyro Gains to GyroDriveLow. P=0.01 MaxOutput=1.0 MaxOutputStep=1.0
2019.03.21.14.31.08.241, COMMAND, org.usfirst.frc330.commands.EjectHatch initialized
2019.03.21.14.31.08.242, INFO   , Reversing Roller: Hatch
2019.03.21.14.31.08.242, COMMAND, org.usfirst.frc330.commands.EjectHatch ended
2019.03.21.14.31.08.443, INFO   , Disabled Init
2019.03.21.14.31.08.443, INFO   , Battery Voltage: 12.19668798828125
2019.03.21.14.31.08.443, INFO   , DriveWaypoint Final Location   X: 85.5343426852811  Y: 154.25661093886134
2019.03.21.14.31.08.444, INFO   , DriveWaypoint Final DriveTrain Distances   Left: 219.5939517281932  Right: 182.1356748688137
2019.03.21.14.31.08.444, INFO   , DriveDistance Left Setpoint: 181.55982283059274 Left: 219.58934978582954 Right Setpoint: 148.09756592365537 Right: 182.12493700329853
2019.03.21.14.31.08.444, COMMAND, org.usfirst.frc330.commands.drivecommands.DriveWaypointBackward interrupted
2019.03.21.14.31.08.445, COMMAND, org.usfirst.frc330.autoCommands.Hab2TwoHatch ended
2019.03.21.14.31.08.445, INFO   , Lift disabled
2019.03.21.14.31.08.446, INFO   , Hand disabled
2019.03.21.14.31.08.446, INFO   , Turning Roller off
2019.03.21.14.31.08.447, INFO   , Turning Claw off
2019.03.21.14.31.08.448, INFO   , Limelight lights disabled
2019.03.21.14.31.08.449, INFO   , New pipeline: 0.0
2019.03.21.14.31.08.987, INFO   , Teleop Init
2019.03.21.14.31.08.987, INFO   , Limelight lights enabled
2019.03.21.14.31.08.988, INFO   , New pipeline: 1.0
2019.03.21.14.31.08.990, COMMAND, org.usfirst.frc330.commands.TankDrive initialized
2019.03.21.14.31.08.990, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.03.21.14.31.08.991, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.03.21.14.31.08.995, INFO   , Target lost
2019.03.21.14.31.09.105, INFO   , Target acquired
2019.03.21.14.31.10.738, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.03.21.14.31.10.738, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.03.21.14.31.10.759, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup initialized
2019.03.21.14.31.10.759, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall initialized
2019.03.21.14.31.10.815, INFO   , Has Ball: false
2019.03.21.14.31.10.821, INFO   , Sensor: 11.972427970582412
2019.03.21.14.31.10.822, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall ended
2019.03.21.14.31.10.822, COMMAND, org.usfirst.frc330.commands.OpenClaw initialized
2019.03.21.14.31.10.824, INFO   , Opening Claw
2019.03.21.14.31.10.825, COMMAND, org.usfirst.frc330.commands.OpenClaw ended
2019.03.21.14.31.10.825, COMMAND, org.usfirst.frc330.commands.RollerOnBall initialized
2019.03.21.14.31.10.828, INFO   , Turning Roller On: Ball
2019.03.21.14.31.10.829, COMMAND, org.usfirst.frc330.commands.RollerOnBall ended
2019.03.21.14.31.10.829, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.03.21.14.31.10.832, INFO   , Setting hand angle to: -38.0
2019.03.21.14.31.10.834, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.03.21.14.31.10.850, INFO   , Target lost
2019.03.21.14.31.10.936, INFO   , Final hand setpoint: -37.8890625
2019.03.21.14.31.10.936, INFO   , Final hand angle: -3.4359375000000014
2019.03.21.14.31.10.936, COMMAND, org.usfirst.frc330.commands.SetHandAngle interrupted
2019.03.21.14.31.10.937, INFO   , Lift Setpoint: 0.0
2019.03.21.14.31.10.937, INFO   , Lift Final Position: 14.661536330566408
2019.03.21.14.31.10.938, COMMAND, org.usfirst.frc330.commands.SetLiftPosition interrupted
2019.03.21.14.31.10.938, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup ended
2019.03.21.14.31.10.938, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup interrupted
2019.03.21.14.31.10.953, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense initialized
2019.03.21.14.31.10.953, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall initialized
2019.03.21.14.31.10.953, WARNING, Not turning on roller slow because don't have ball
2019.03.21.14.31.10.955, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall ended
2019.03.21.14.31.10.956, COMMAND, org.usfirst.frc330.commands.CloseClaw initialized
2019.03.21.14.31.10.962, INFO   , CLosing Claw
